node_index,x_coordinate,velocity
0,0.0,1.0
1,0.125,-0.1761679701855159
2,0.25,0.57650274190536
3,0.375,1.1325631056969137
4,0.5,1.5883989397055447
5,0.625,1.9896201555302637
6,0.75,-0.3504223098747862
7,0.875,0.4324663136889705
8,1.0,1.0
