node_index,x_coordinate,velocity
0,0.0,1.0
1,0.125,-0.27784495758367633
2,0.25,0.48947714567841755
3,0.375,1.0555578756762847
4,0.5,1.5215667774892991
5,0.625,1.9341523004764334
6,0.75,2.3295597032400295
7,0.875,2.799386701788323
8,1.0,1.0
