node_index,x_coordinate,velocity
0,0.0,1.0
1,0.125,-0.924942174697986
2,0.25,-0.14560440680066472
3,0.375,0.44224220100430056
4,0.5,0.9505321923575885
5,0.625,1.4231340088186129
6,0.75,1.8985702274233667
7,0.875,1.6197652743051298
8,1.0,1.0
