node_index,x_coordinate,velocity,forcing
0,0.0,-1.7424008746764033e-28,1.0
1,0.0017391304347826088,0.010067220605188004,1.0
2,0.0034782608695652175,0.01984947629456622,1.0
3,0.0052173913043478265,0.029362990076269708,1.0
4,0.006956521739130435,0.038622683891895535,1.0
5,0.008695652173913044,0.047642308527968656,1.0
6,0.010434782608695653,0.056434558156290913,1.0
7,0.01217391304347826,0.06501117158974191,1.0
8,0.01391304347826087,0.07338302202215746,1.0
9,0.01565217391304348,0.08156019675648542,1.0
10,0.017391304347826087,0.0895520682046802,1.0
11,0.019130434782608695,0.09736735725786957,1.0
12,0.020869565217391306,0.10501418996986613,1.0
13,0.022608695652173914,0.11250014836597311,1.0
14,0.02434782608695652,0.11983231607808822,1.0
15,0.026086956521739132,0.12701731941294458,1.0
16,0.02782608695652174,0.13406136438017144,1.0
17,0.029565217391304348,0.1409702701384309,1.0
18,0.03130434782608696,0.14774949925930866,1.0
19,0.03304347826086956,0.15440418515836257,1.0
20,0.034782608695652174,0.16093915699946665,1.0
21,0.036521739130434785,0.16735896234126776,1.0
22,0.03826086956521739,0.173667887762297,1.0
23,0.04,0.17986997767330337,1.0
24,0.04173913043478261,0.18596905150107818,1.0
25,0.043478260869565216,0.1919687194068783,1.0
26,0.04521739130434783,0.1978723966840994,1.0
27,0.04695652173913044,0.2036833169637119,1.0
28,0.04869565217391304,0.20940454434183325,1.0
29,0.050434782608695654,0.21503898453140546,1.0
30,0.052173913043478265,0.22058939512902975,1.0
31,0.05391304347826087,0.22605839507840308,1.0
32,0.05565217391304348,0.23144847340331243,1.0
33,0.05739130434782609,0.2367619972756456,1.0
34,0.059130434782608696,0.24200121947723297,1.0
35,0.06086956521739131,0.24716828530844356,1.0
36,0.06260869565217392,0.2522652389912247,1.0
37,0.06434782608695652,0.2572940296096161,1.0
38,0.06608695652173913,0.2622565166266171,1.0
39,0.06782608695652174,0.2671544750125844,1.0
40,0.06956521739130435,0.27198960001702194,1.0
41,0.07130434782608695,0.27676351161266555,1.0
42,0.07304347826086957,0.28147775863810326,1.0
43,0.07478260869565218,0.2861338226627955,1.0
44,0.07652173913043478,0.2907331215962092,1.0
45,0.0782608695652174,0.2952770130608577,1.0
46,0.08,0.2997667975473016,1.0
47,0.0817391304347826,0.3042037213675947,1.0
48,0.08347826086956522,0.30858897942225,1.0
49,0.08521739130434783,0.31292371779451855,1.0
50,0.08695652173913043,0.31720903618461815,1.0
51,0.08869565217391305,0.3214459901954957,1.0
52,0.09043478260869565,0.3256355934807633,1.0
