node_index,x_coordinate,velocity
0,0.0,1.0
1,0.125,1.1133787188090585
2,0.25,1.214952282578313
3,0.375,1.3040342200507435
4,0.5,1.3779484512305753
5,0.625,1.4334829674981044
6,0.75,1.4691258948149124
7,0.875,1.4754788221197248
8,1.0,1.0
