node_index,x_coordinate,velocity
0,0.0,1.0
1,0.125,1.1136295415424753
2,0.25,1.2161933584415652
3,0.375,1.3079130400268588
4,0.5,1.3871723169463919
5,0.625,1.4511809908527655
6,0.75,1.49727525875514
7,0.875,1.5131640811617644
8,1.0,1.0
