node_index,x_coordinate,velocity
0,0.0,1.0
1,0.125,1.1139671542606977
2,0.25,1.217908744705499
3,0.375,1.313535636636216
4,0.5,1.4015470942568404
5,0.625,1.481695999716989
6,0.75,1.552606446965398
7,0.875,1.5998331633226002
8,1.0,1.0
