node_index,x_coordinate,velocity
0,0.0,1.0
1,0.125,1.1118148431002166
2,0.25,1.2075793636625303
3,0.375,1.2828765329627343
4,0.5,1.3334981158560875
5,0.625,1.360492251942017
6,0.75,1.3709010178732077
7,0.875,1.3627096711787783
8,1.0,1.0
