node_index,x_coordinate,velocity
0,0.0,1.0
1,0.125,-0.9871896658353121
2,0.25,-0.2506289405086761
3,0.375,0.313078606393857
4,0.5,0.8070634187868465
5,0.625,1.271412311812701
6,0.75,1.7430870089069526
7,0.875,2.3190165099364597
8,1.0,1.0
