node_index,x_coordinate,velocity
0,0.0,1.0
1,0.125,0.41019662355263037
2,0.25,1.067465592049909
3,0.375,1.564142782623302
4,0.5,1.9758890684821229
5,0.625,2.3493899815007757
6,0.75,2.7766774619134416
7,0.875,0.2970279730609074
8,1.0,1.0
