node_index,x_coordinate,velocity
0,0.0,1.0
1,0.125,1.6645009567585536
2,0.25,1.4048731050280812
3,0.375,1.1806767163229444
4,0.5,1.050080530755893
5,0.625,0.9507332458047993
6,0.75,0.8346500759812893
7,0.875,0.5814779925824182
8,1.0,1.0
