node_index,x_coordinate,velocity
0,0.0,1.0
1,0.125,0.11924583261026082
2,0.25,-0.012035644858239278
3,0.375,0.19448451189827426
4,0.5,0.42387845714641603
5,0.625,0.6501157267374024
6,0.75,0.855367057348569
7,0.875,0.9824095668970025
8,1.0,1.0
