node_index,x_coordinate,velocity
0,0.0,1.0
1,0.125,2.2296739729024884
2,0.25,2.25772029259069
3,0.375,1.590771153207018
4,0.5,0.7689148695566199
5,0.625,0.3033106877000705
6,0.75,-0.27012699639362747
7,0.875,-1.3276016717166153
8,1.0,1.0
