node_index,x_coordinate,velocity
0,0.0,-2.1345718454278959e-29
1,0.125,0.34149582303932885
2,0.25,0.42126329274544205
3,0.375,0.43593318711255624
4,0.5,0.43799695326619237
5,0.625,0.4382419930554374
6,0.75,0.4382405310018644
7,0.875,0.43459582113141254
8,1.0,0.0
