node_index,x_coordinate,velocity
0,0.0,-9.062332246130097e-33
1,0.125,0.4169985505231753
2,0.25,0.6339114227840041
3,0.375,0.7758365430821876
4,0.5,0.8613900477503007
5,0.625,0.9058565780039227
6,0.75,0.9257285203832699
7,0.875,0.9334662622360307
8,1.0,0.0
