node_index,x_coordinate,velocity
0,0.0,-1.202372306570506e-28
1,0.125,0.21151503313868525
2,0.25,0.21872659131250125
3,0.375,0.21874998880418497
4,0.5,0.2187500000145376
5,0.625,0.21874999989612542
6,0.75,0.218748950929395
7,0.875,0.21726759839696738
8,1.0,0.0
