node_index,x_coordinate,velocity
0,0.0,-2.218271677813326e-30
1,0.125,0.32371732506000367
2,0.25,0.37847887712645906
3,0.375,0.38122237660963976
4,0.5,0.3812499288421888
5,0.625,0.38124998984386227
6,0.75,0.38123807570551427
7,0.875,0.37757297126337025
8,1.0,0.0
