node_index,x_coordinate,velocity
0,0.0,1.006033323114164e-33
1,0.125,0.41429398538414997
2,0.25,0.6283873789321315
3,0.375,0.773680694552321
4,0.5,0.8652942444605921
5,0.625,0.9069134959101838
6,0.75,0.9174038844479907
7,0.875,0.9186059123026571
8,1.0,0.0
