node_index,x_coordinate,velocity
0,0.0,-4.264795901361475e-34
1,0.125,0.41124158137084604
2,0.25,0.6165923505840277
3,0.375,0.7415329410391059
4,0.5,0.8009982404553164
5,0.625,0.8167742690826737
6,0.75,0.8186490508080803
7,0.875,0.8184953293704835
8,1.0,0.0
