node_index,x_coordinate,velocity
0,0.0,-2.4001019476033767e-33
1,0.125,0.4155846414678796
2,0.25,0.6333580248835625
3,0.375,0.7877113719183594
4,0.5,0.8972884010592831
5,0.625,0.9621781925262637
6,0.75,0.9876959806642831
7,0.875,0.9931103455961158
8,1.0,0.0
