node_index,x_coordinate,velocity
0,0.0,1.0
1,0.0625,1.0601432924390173
2,0.125,1.117125512320554
3,0.1875,1.171392714263805
4,0.25,1.2232958544086228
5,0.3125,1.2731171653195041
6,0.375,1.321085764536003
7,0.4375,1.3673818253758026
8,0.5,1.4121492092523067
9,0.5625,1.4555504894667923
10,0.625,1.4978320849678521
11,0.6875,1.5392931800918799
12,0.75,1.5801114004946075
13,0.8125,1.6201198895324187
14,0.875,1.6586886038329498
15,0.9375,1.6947756330569632
16,1.0,1.0
