node_index,x_coordinate,velocity
0,0.0,1.0
1,0.0625,1.0601420954958953
2,0.125,1.1171157078819032
3,0.1875,1.171498692804389
4,0.25,1.2240940503730753
5,0.3125,1.2746937256622692
6,0.375,1.3207060086743678
7,0.4375,1.3584852309543662
8,0.5,1.385885392466046
9,0.5625,1.403359320242329
10,0.625,1.4132044847821739
11,0.6875,1.418152408774492
12,0.75,1.4203970885577109
13,0.8125,1.4213277238419446
14,0.875,1.421684437515905
15,0.9375,1.421743580118636
16,1.0,1.0
