node_index,x_coordinate,velocity
0,0.0,1.0
1,0.0625,1.0606274655346948
2,0.125,1.113573914748701
3,0.1875,1.1476249553246343
4,0.25,1.1635892237676309
5,0.3125,1.1694597495252974
6,0.375,1.1712623026516997
7,0.4375,1.1717460653186893
8,0.5,1.1718632984138317
9,0.5625,1.1718895490848449
10,0.625,1.1718950702597386
11,0.6875,1.171896174100951
12,0.75,1.1718963857545202
13,0.8125,1.1718964249199177
14,0.875,1.1718963839816805
15,0.9375,1.1718016553351074
16,1.0,1.0
