node_index,x_coordinate,velocity
0,0.0,1.3017982066138683e-32
1,0.125,0.41822938550657346
2,0.25,0.6267864549202982
3,0.375,0.7526557218057537
4,0.5,0.8253220789721945
5,0.625,0.8643466385629335
6,0.75,0.883905050652057
7,0.875,0.8929686504316267
8,1.0,0.0
