node_index,x_coordinate,velocity
0,0.0,-4.473982627779593e-27
1,0.125,0.26228158557174636
2,0.25,0.3034516344433354
3,0.375,0.30998238920307913
4,0.5,0.31095106725119437
5,0.625,0.31108833543583203
6,0.75,0.31106499154872524
7,0.875,0.30721387915510473
8,1.0,0.0
