node_index,x_coordinate,velocity
0,0.0,-1.5701014807415356e-26
1,0.125,0.12556125081951283
2,0.25,0.1328107207244576
3,0.375,0.13329788911015594
4,0.5,0.13333092411562186
5,0.625,0.13333284423943614
6,0.75,0.13330782983339193
7,0.875,0.13134406740877533
8,1.0,0.0
