node_index,x_coordinate,velocity
0,0.0,-5.2202169061693354e-27
1,0.125,0.3566831500009103
2,0.25,0.4611328379769271
3,0.375,0.4923843290636905
4,0.5,0.5008883642642299
5,0.625,0.5030331048362163
6,0.75,0.5035192352305964
7,0.875,0.5005758791367774
8,1.0,0.0
