node_index,x_coordinate,velocity,forcing
0,0.0,1.0,0.0
1,0.003484320557491289,0.4558462877598755,-1.1903916079487784
2,0.006968641114982578,-0.17085986534097605,-2.3670688047916024
3,0.010452961672473868,-0.7552254072251905,-3.5165642750766155
4,0.013937282229965157,-1.2000681532569701,-4.625899486745095
5,0.017421602787456445,-1.4850034462623494,-5.682815694739697
6,0.020905923344947737,-1.643633663912561,-6.675989244238122
7,0.024390243902439025,-1.720707971590712,-7.595226538752812
8,0.027874564459930314,-1.750469349889557,-8.43163453142402
9,0.0313588850174216,-1.754038604606858,-9.17776318973196
10,0.03484320557491289,-1.7431944678257165,-9.827717059239573
11,0.03832752613240418,-1.7242203290296456,-10.377233793407585
12,0.041811846689895474,-1.7004298415127124,-10.823728304908611
13,0.04529616724738676,-1.6735945882474215,-11.166302008985676
14,0.04878048780487805,-1.6447002407935063,-11.40571745044359
15,0.05226480836236934,-1.614335118669931,-11.544339411991091
16,0.05574912891986063,-1.5828869409897828,-11.586044372555408
17,0.059233449477351915,-1.5506415946923777,-11.536100900623516
18,0.0627177700348432,-1.5178322637642088,-11.401024211954706
19,0.06620209059233449,-1.4846634529269982,-11.18840867752004
20,0.06968641114982578,-1.4513222905160688,-10.906742523059679
21,0.07317073170731707,-1.4179833656033005,-10.565209305784553
22,0.07665505226480836,-1.3848102740381114,-10.173480979090382
23,0.08013937282229965,-1.3519555007334567,-9.741507458506373
24,0.08362369337979095,-1.319559487325752,-9.27930758055844
25,0.08710801393728224,-1.2877493423033617,-8.7967662031536
26,0.09059233449477352,-1.2566374528135191,-8.303441937032003
27,0.09407665505226481,-1.2263201570257334,-7.80838963132378
28,0.0975609756097561,-1.196876584240703,-7.320001273556435
29,0.10104529616724739,-1.1683677418842062,-6.845868419243537
30,0.10452961672473868,-1.1408359111841486,-6.3926686540993725
31,0.10801393728222997,-1.1143043999538182,-5.966077930160248
32,0.11149825783972125,-1.0887776880263769,-5.570709923900772
33,0.11498257839721254,-1.0642419868679436,-5.210082858603912
34,0.11846689895470383,-1.0406662192184342,-4.886613533591382
35,0.12195121951219512,-1.018003407491555,-4.601637627768593
36,0.1254355400696864,-0.9961924418437839,-4.35545471162052
37,0.1289198606271777,-0.9751601813698758,-4.14739582619947
38,0.13240418118466898,-0.9548238260390635,-3.9759109837980215
39,0.13588850174216027,-0.9350934839834804,-3.838673524706165
40,0.13937282229965156,-0.9158748496434936,-3.732697937008936
41,0.14285714285714285,-0.8970719037974381,-3.6544675183620767
42,0.14634146341463414,-0.8785895469689918,-3.6000681338024707
43,0.14982578397212543,-0.8603360829678339,-3.5653243027069776
44,0.15331010452961671,-0.8422254787991692,-3.545933928925185
45,0.156794425087108,-0.8241793399490037,-3.537598166022569
46,0.1602787456445993,-0.8061285549694223,-3.536143177040138
47,0.16376306620209058,-0.7880145791336532,-3.5376308954370153
48,0.1672473867595819,-0.7697903425545655,-3.538456309158678
49,0.17073170731707318,-0.7514207825946333,-3.535429259655567
50,0.17421602787456447,-0.7328830129289433,-3.525839257531262
51,0.17770034843205576,-0.7141661518308025,-3.507502350910923
52,0.18118466898954705,-0.6952708399840056,-3.478789625846031
53,0.18466898954703834,-0.6762084834748449,-3.438637454497787
54,0.18815331010452963,-0.6570002608449531,-3.3865401214297646
55,0.1916376306620209,-0.637675934567693,-3.3225259370472244
56,0.1951219512195122,-0.618272507467595,-3.247118377381793
57,0.1986062717770035,-0.5988327638493143,-3.161284160087543
58,0.20209059233449478,-0.5794037338076444,-3.0663704687378788
59,0.20557491289198607,-0.5600351176472721,-2.9640337645553148
