node_index,x_coordinate,velocity
0,0.0,5.253552773468729e-31
1,0.125,0.38261133772307715
2,0.25,0.5127777698500844
3,0.375,0.5517879511386422
4,0.5,0.5607498346297413
5,0.625,0.5624319620856539
6,0.75,0.5626907886806463
7,0.875,0.5601982472938999
8,1.0,0.0
