node_index,x_coordinate,velocity
0,0.0,9.793791257994606e-29
1,0.125,0.08168085164031054
2,0.25,0.08329793203151815
3,0.375,0.08333257387008107
4,0.5,0.08333331674955216
5,0.625,0.08333329409756655
6,0.75,0.08332818401390697
7,0.875,0.08265209905007864
8,1.0,0.0
