node_index,x_coordinate,velocity
0,0.0,1.0
1,0.0625,1.0601435269194326
2,0.125,1.117127040961451
3,0.1875,1.1713823091643016
4,0.25,1.2232045234788886
5,0.3125,1.2728643459194524
6,0.375,1.320788699820431
7,0.4375,1.3675568692107958
8,0.5,1.413658560748517
9,0.5625,1.4592227841053225
10,0.625,1.5039089214478585
11,0.6875,1.5469882473725327
12,0.75,1.5875362073288453
13,0.8125,1.6246429709692205
14,0.875,1.657582407448801
15,0.9375,1.6858934038649949
16,1.0,1.0
