node_index,x_coordinate,velocity
0,0.0,1.0
1,0.0625,1.0601209611147726
2,0.125,1.1172033924809346
3,0.1875,1.1725233666253225
4,0.25,1.2267367851435445
5,0.3125,1.278587164997799
6,0.375,1.3256404730096967
7,0.4375,1.3657211937081362
8,0.5,1.3977501717172627
9,0.5625,1.4218405998724306
10,0.625,1.4389700079990122
11,0.6875,1.450537252980804
12,0.75,1.4579896069586635
13,0.8125,1.4625908625680553
14,0.875,1.4653251479855756
15,0.9375,1.4668369018284024
16,1.0,1.0
