node_index,x_coordinate,velocity
0,0.0,4.813851512148999e-28
1,0.125,0.400115590293031
2,0.25,0.5711588110504803
3,0.375,0.637697674519609
4,0.5,0.6536283453362652
5,0.625,0.6559864569242663
6,0.75,0.6562226831611415
7,0.875,0.6548427989853695
8,1.0,0.0
