cross,reynolds,temporal_l,temporal_r,viscous
0.006837256238550242,2.710064029161251e-05,-0.0008112827731887557,0.0006448645908655821,0.0008719936159225471
0.0009157099666120361,4.667301779035354e-07,0.002785813369089912,0.002317282500078725,0.0001943738205399427
1.6541022848178105e-05,1.5259243396993047e-10,6.986116634766869e-05,5.374649637569315e-05,-2.9341644147640795e-05
1.443632511304318e-07,1.165672883864675e-14,6.726274403141e-07,5.058651288848397e-07,-1.8313689117428076e-06
9.844852590623572e-10,5.2962149676848615e-19,4.684803141123976e-09,3.6657103635060527e-09,-1.0998714925742385e-08
1.1794068379149081e-07,7.897440037636118e-15,3.609475017066884e-07,5.203298502613858e-07,2.5587075720651873e-06
9.427192882760454e-05,5.0246816928797705e-09,0.00022955164599638097,0.0003164438099600733,-2.128336133221608e-05
0.014805186995511576,0.00012931997450826963,0.013443720480511267,0.01572720642127063,-0.0021429934573239523
0.006607285683766185,2.489651014831152e-05,-0.0015848566230354743,-0.000955520322000762,0.0019052338292325048
0.001616640535048169,1.4193356512895423e-06,0.0034512678505277073,0.0030825439901074002,0.00035584076944452335
5.545349601361914e-05,1.6695289143134278e-09,0.00020344620236705132,0.00016098405127170512,-5.280249444900659e-05
7.36835388407072e-07,2.958517932573104e-13,3.1505169783868286e-06,2.4095246876286495e-06,-6.377478276367648e-06
6.661092838808699e-09,2.3807766474765833e-17,2.9956384703030196e-08,2.3360204352874936e-08,-7.680149665538223e-08
3.9861617675107884e-07,8.787560192496388e-14,1.0874524153368502e-06,1.5409866484092332e-06,5.04461195107004e-06
0.00018134895381748963,1.8088269248105326e-08,0.0003472453877361259,0.00046209256961600426,-3.888117445132464e-05
0.01777149503981427,0.00018344802775310524,0.01277884761211968,0.015316163939700672,-0.0036557292690516663
0.006210240567867254,2.1886723065109303e-05,-0.0023909117158147477,-0.0017171182308101556,0.0010525771207760617
0.0023240281069188914,2.868317411424339e-06,0.0033097149761910825,0.003169286383248185,0.0005487508121876424
0.00014283720246905431,1.0789096673934837e-08,0.00044431276905026903,0.0003628031946135758,-7.328964156515726e-05
2.897778051084952e-06,4.458955678758637e-12,1.1254526290024835e-05,8.76675545389161e-06,-1.7169487273516253e-05
3.5135682756484095e-08,6.493487731190054e-16,1.4830383394807702e-07,1.158471062075863e-07,-3.6068430559823404e-07
1.0455334939679287e-06,5.889812357599684e-13,2.4988048537275414e-06,3.4754191869189805e-06,8.233924097039648e-06
0.00029019407262525403,4.5094403186452624e-08,0.00043330380845955436,0.0005601173200079447,-6.040687186465018e-05
0.02063955610734172,0.0002447074977744515,0.012354260363516223,0.014484095317907024,-0.0031078592028613433
0.0057800563929958654,1.8745679626925424e-05,-0.0022924017879019888,-0.002065592402126198,0.0020102549774257995
0.0029475955875052783,4.522459504605821e-06,0.002783861267620282,0.002816145109033895,0.0007565702339518863
0.0002984178875808327,4.590611605159308e-08,0.0007679956564844797,0.0006486789412978208,-8.09219234461536e-05
9.183269801257189e-06,4.365042045552981e-11,3.203516159803173e-05,2.545388051505548e-05,-3.7655320809257e-05
1.505335460481535e-07,1.166906418436294e-14,5.921168232186689e-07,4.652564589610114e-07,-1.2835266293676417e-06
2.2496450037960178e-06,2.6571189760149612e-12,4.636726027730539e-06,6.323825224756334e-06,1.1913032094004957e-05
0.0004150011762603261,8.988445497451708e-08,0.0004928488578413618,0.0006250674506011618,-8.497619329207208e-05
0.02349928061635265,0.0003131283004407319,0.012074686026150847,0.014410536140513498,-0.004557740365937257
0.005323823167731602,1.5857466869328734e-05,-0.002431719424812477,-0.002130091350552895,0.0010754967735537857
0.0034499537997086153,6.086650008876401e-06,0.0021363906910332182,0.002273035137688735,0.0009626565661719384
0.000528593130232061,1.405519088304668e-07,0.0011019430898568082,0.0009633646459263816,-6.760596930962376e-05
2.4251314009265694e-05,2.968287094167787e-10,7.509110188993184e-05,6.094007043577364e-05,-7.009339432063748e-05
5.39357321093233e-07,1.4652400779690424e-13,1.9626658612314886e-06,1.556370123358036e-06,-3.6893781897349986e-06
4.152950981511942e-06,8.825784559570436e-12,7.302486097730821e-06,9.765384892274067e-06,1.5876433068264824e-05
0.0005515947145292585,1.5491850434975628e-07,0.0005330608374654434,0.0006672616647457849,-0.00011173908486553173
0.02632962387888251,0.0003889409265807016,0.011907760619465298,0.014013754295493876,-0.004065282286829036
0.00489711800776596,1.3299082479311778e-05,-0.00213451306855527,-0.0020917580515295705,0.001958706818519982
0.0038191261847620546,7.3424110466574795e-06,0.00147465391208351,0.0016702044991188912,0.0011540205052524236
0.000823884374450171,3.336005682112691e-07,0.0013709552173489297,0.0012386883551692301,-2.8603254777991114e-05
5.484654587002517e-05,1.4810267451979866e-09,0.0001489754787804403,0.00012360319668990933,-0.0001144583875941698
1.652914449756056e-06,1.3451995294365453e-12,5.523122358191972e-06,4.43132522162441e-06,-8.933510055319094e-06
6.825302350743405e-06,2.323848391135896e-11,1.020896911016148e-05,1.3388348727540773e-05,1.989643124799039e-05
0.0006965041974974404,2.411745526969437e-07,0.0005575782725991615,0.0006912475018579262,-0.0001400150622347298
0.029183726603397585,0.0004722218754141507,0.011802390983895211,0.014086269536244351,-0.005428655544379463
0.00448330859077329,1.113202775373372e-05,-0.0021029692132142185,-0.001969267628665545,0.0010121533790093638
0.004063691952187156,8.196208352614535e-06,0.0008887964117905141,0.0011016969192433103,0.0013219049600915987
0.0011642623335873774,6.517271818640752e-07,0.0015334786233846488,0.001427852845612249,3.694776226020489e-05
0.00010875346417001462,5.6833848590595705e-09,0.00025633516182334303,0.00021752210858291877,-0.00016827386055041644
4.413498387029371e-06,9.372335999860916e-12,1.3441657281094764e-05,1.0932046440305928e-05,-1.87940601284397e-05
1.0288467227181216e-05,5.1470365076187905e-11,1.317561816323021e-05,1.6927158985895543e-05,2.369182960912495e-05
0.0008473810424182236,3.4877236116280763e-07,0.0005712796060068725,0.0007035934657297415,-0.000169286310855582
0.03204104845900767,0.0005633514875717985,0.011758475187695112,0.013888098297132667,-0.005022604731636737
0.004113848120223868,9.303788582285614e-06,-0.0017863385996315744,-0.0018266933143659258,0.0018200301267877646
0.00419886192381379,8.640458994685413e-06,0.00039517411503492064,0.0006035519777649616,0.0014610162881667742
0.0015259002321191804,1.0966527120068855e-06,0.0015819127308554835,0.0015137650645293329,0.00012664659846598402
0.00019301021176546286,1.7482551738695833e-08,0.00039116673436416705,0.0003394265385170195,-0.00022716474606013475
1.043269581550216e-05,5.117206149868161e-11,2.8751761867574477e-05,2.373459532257704e-05,-3.518978819385287e-05
1.4566464395029197e-05,1.0051848543399713e-10,1.62455599125347e-05,2.0359580856837536e-05,2.6858728933181616e-05
0.001002377799791884,4.770718964280272e-07,0.0005767776325960613,0.0007070482037366343,-0.0001991202810127067
0.03493958566822685,0.0006624503730265566,0.011744509384696818,0.014037099846716482,-0.006284510168528629
0.0037663136809620397,7.79804201008051e-06,-0.0017225729272262633,-0.0016636747046887656,0.0009135371190405143
0.004243036890709324,8.723482706919432e-06,2.2392419872422068e-07,0.00019032823068699031,0.0015693852974821582
0.001885857807179917,1.6430906142808554e-06,0.0015286968856645703,0.0015007250318464875,0.00023572590945650142
0.00031217134609709627,4.469461395295053e-08,0.0005401249045484614,0.0004788836935910824,-0.0002857363533999012
2.2143928744950986e-05,2.252906795162872e-10,5.4850642668205096e-05,4.599562001159934e-05,-5.97887015548656e-05
1.9753551295484038e-05,1.7992126022052523e-10,1.976233944681034e-05,2.395305935836028e-05,2.8813495223166372e-05
0.001160104273028104,6.249569987335063e-07,0.0005762200954369674,0.0007041596606575933,-0.00022921515467769042
0.037859654340479935,0.0007699367949617331,0.011768205490023907,0.013946000108117938,-0.005982446448611234
0.003462709199931892,6.548627421447372e-06,-0.00143424212931697,-0.0015095689498382484,0.0016416005972031428
0.004214941002592521,8.520968473811624e-06,-0.000301444202983787,-0.00013658943997801567,0.0016472216399383791
0.0022248282725550552,2.2460435777079215e-06,0.0013962045072814198,0.0014052995525804983,0.00035807853925966596
0.00046728046560124987,9.794417972771772e-08,0.0006865806212413054,0.0006212791590163661,-0.00033849802241829857
