x_00,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08,x_09,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19
0.3735609857835667,0.19428646199233007,-0.415036074290127,-0.3948571446342797,0.37553570623597565,0.18685322991163794,-0.4519333259881501,-0.438534500517372,0.37710476193808673,0.1781254078413942,-0.4898343792940278,-0.48147666271168943,-0.10149039223733092,0.7203812006353254,1.2164115663930237,1.4444813491961932,0.5773502691896258,0.3779644730092272,0.0,0.0
0.7912181855720246,0.6324764569098699,0.6344014415089769,0.5808382577133955,0.7845987073048117,0.6193774122602419,0.594805882415706,0.5400744175160052,0.7773290251783768,0.6057622031468118,0.5549559388345132,0.49984189600398243,1.105743886657257,1.3568802694863875,1.3562698980607792,1.3928797447133034,0.5773502691896258,0.3779644730092272,0.0,0.0
-1.6853961621147517,-2.4869053939664756,-1.4342413732836023,-0.7578054529991578,-1.6851933855091064,-2.4861465746996094,-1.405821256274396,-0.7287066073429109,-1.684907376461582,-2.485154555734287,-1.3755939282706997,-0.6981933605386135,-0.6561963627993935,-0.8168502699337472,-1.0196220681146897,-1.0104704695638216,-1.7320508075688774,-2.6457513110645903,0.0,0.0
0.8111571062488109,0.6208947587109498,0.5089197461473547,-1.4342413732836028,0.7986799910188461,0.6040522270470103,0.46796904141990125,-1.4058212562743961,0.7858495062631311,0.5871979806069538,0.4276491113634301,-1.3755939282706997,1.8293953623297654,1.6867054090837712,1.3957490214994581,-1.0196220681146897,0.5773502691896258,0.3779644730092272,0.0,0.0
0.40520647067055265,0.34653623914011283,0.42957253763204034,0.9500410255849404,0.4117946822966325,0.3567520199775342,0.4594835129124477,0.9787789939765333,0.41869645153545104,0.3673829844829267,0.49007948162675957,1.007712881464188,-0.6537016775755542,-0.805189420162361,-0.9817014570083451,-0.9178731805733417,0.5773502691896258,0.3779644730092272,0.0,0.0
1.0618158860981952,1.0471168864436402,1.8069552406244318,-1.4342413732836028,1.065257554322811,1.048530056680857,1.796594620812953,-1.4058212562743961,1.0685671382052857,1.0494790202408675,1.7838292170714969,-1.3755939282706997,-0.023003627493891968,0.18966191965585105,0.4322386467322014,-1.0196220681146897,0.5773502691896258,0.3779644730092272,0.0,0.0
-1.6853961621147517,-2.4869053939664756,-1.4342413732836023,-0.8565154134937317,-1.6851933855091064,-2.4861465746996094,-1.405821256274396,-0.8416437245749735,-1.684907376461582,-2.485154555734287,-1.3755939282706997,-0.8274732155327976,-0.6561963627993935,-0.8168502699337472,-1.0196220681146897,-0.538545327695497,-1.7320508075688774,-2.6457513110645903,0.0,0.0
0.1913528120645616,0.10455808355911968,-0.14229028316444894,0.4156730706548161,0.19730615627801446,0.11402000240282813,-0.11290691182223649,0.4439023874703615,0.203551943477038,0.12388841100126585,-0.08250636992201413,0.4726268380049687,-0.6561963627993935,-0.8109728683559857,-0.9909857743214993,-0.9260248343882628,0.5773502691896258,0.3779644730092272,0.0,0.0
0.7083105605785902,0.5834265537655589,0.5931952705518532,0.6344014415089752,0.7078100834262138,0.5767036144241643,0.562152709186005,0.5948058824157061,0.7068366931308089,0.5691676499962356,0.5296993094097392,0.5549559388345132,0.3265467093584366,0.774382789165733,1.067820857073028,1.3562698980607795,0.5773502691896258,0.3779644730092272,0.0,0.0
-1.6853961621147517,-0.16024426536639438,-0.7659972844116963,-0.18577252781686274,-1.6851933855091064,-0.1516123868364875,-0.7379882483962218,-0.16184537300997956,-1.684907376461582,-0.14258369955428382,-0.7087078741962665,-0.1375491490447972,-0.6561963627993935,-0.8168502699337472,-0.974350416723508,-0.8102643263742207,-1.7320508075688774,0.3779644730092272,0.0,0.0
