node_index,x_coordinate,velocity,forcing
0,0.0,0.0,1.0
1,0.003484320557491289,0.01934181951683663,1.0
2,0.006968641114982578,0.037600179809093144,1.0
3,0.010452961672473868,0.05488788191278087,1.0
4,0.013937282229965157,0.07130099080127425,1.0
5,0.017421602787456445,0.08692186024374718,1.0
6,0.020905923344947737,0.10182151958270817,1.0
7,0.024390243902439025,0.1160615746738567,1.0
8,0.027874564459930314,0.12969573502756104,1.0
9,0.0313588850174216,0.14277105056049377,1.0
10,0.03484320557491289,0.15532892071933174,1.0
11,0.03832752613240418,0.16740592367490742,1.0
12,0.041811846689895474,0.17903450217515648,1.0
13,0.04529616724738676,0.19024353436762512,1.0
14,0.04878048780487805,0.2010588116763332,1.0
15,0.05226480836236934,0.21150344109312375,1.0
16,0.05574912891986063,0.22159818562816583,1.0
17,0.059233449477351915,0.23136175387574448,1.0
18,0.0627177700348432,0.24081104748469445,1.0
19,0.06620209059233449,0.2499613736273033,1.0
20,0.06968641114982578,0.2588266282248704,1.0
21,0.07317073170731707,0.2674194546292929,1.0
22,0.07665505226480836,0.275751381615615,1.0
23,0.08013937282229965,0.2838329438631437,1.0
24,0.08362369337979095,0.2916737875564432,1.0
25,0.08710801393728224,0.2992827632946011,1.0
26,0.09059233449477352,0.3066680081362389,1.0
27,0.09407665505226481,0.31383701831220034,1.0
28,0.0975609756097561,0.3207967138947219,1.0
29,0.10104529616724739,0.3275534965109713,1.0
30,0.10452961672473868,0.33411330102206643,1.0
31,0.10801393728222997,0.34048164194968683,1.0
32,0.11149825783972125,0.34666365531604093,1.0
33,0.11498257839721254,0.352664136465193,1.0
34,0.11846689895470383,0.35848757435128825,1.0
35,0.12195121951219512,0.36413818270939735,1.0
36,0.1254355400696864,0.3696199284653834,1.0
37,0.1289198606271777,0.3749365576906281,1.0
38,0.13240418118466898,0.38009161936421737,1.0
39,0.13588850174216027,0.3850884871681108,1.0
40,0.13937282229965156,0.3899303795089525,1.0
41,0.14285714285714285,0.3946203779327349,1.0
42,0.14634146341463414,0.3991614440748555,1.0
43,0.14982578397212543,0.4035564352676721,1.0
44,0.15331010452961671,0.4078081189100288,1.0
45,0.156794425087108,0.41191918568801694,1.0
46,0.1602787456445993,0.41589226172315036,1.0
47,0.16376306620209058,0.4197299197129262,1.0
48,0.1672473867595819,0.42343468911917537,1.0
49,0.17073170731707318,0.4270090654515263,1.0
50,0.17421602787456447,0.43045551868653803,1.0
51,0.17770034843205576,0.4337765008574813,1.0
52,0.18118466898954705,0.43697445284524,1.0
53,0.18466898954703834,0.4400518103972729,1.0
54,0.18815331010452963,0.4430110093989215,1.0
55,0.1916376306620209,0.4458544904194858,1.0
56,0.1951219512195122,0.448584702554353,1.0
57,0.1986062717770035,0.45120410658395493,1.0
58,0.20209059233449478,0.4537151774704007,1.0
59,0.20557491289198607,0.45612040621319155,1.0
60,0.20905923344947736,0.4584223010864103,1.0
61,0.21254355400696864,0.46062338828112503,1.0
62,0.21602787456445993,0.46272621197836805,1.0
63,0.21951219512195122,0.4647333338798946,1.0
64,0.2229965156794425,0.4666473322259061,1.0
65,0.2264808362369338,0.46847080033098426,1.0
66,0.22996515679442509,0.47020634467154276,1.0
67,0.23344947735191637,0.47185658256011376,1.0
68,0.23693379790940766,0.4734241394436747,1.0
69,0.24041811846689895,0.47491164586492823,1.0
70,0.24390243902439024,0.4763217341269342,1.0
71,0.24738675958188153,0.4776570347026961,1.0
72,0.2508710801393728,0.4789201724321936,1.0
73,0.25435540069686413,0.4801137625498964,1.0
74,0.2578397212543554,0.4812404065859594,1.0
75,0.2613240418118467,0.48230268818407884,1.0
76,0.26480836236933797,0.4833031688783648,1.0
